Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
5,197210,1.38,65.2,1.84,1.84,-0.08,1.74,78,72,0.32,0.8,1.15,1.22,0.81,0.54,0.24,51.8,78.5
5,197211,0.34,48.6,1.6,1.6,-0.15,1.36,0,492,-0.15,0.07,0.67,0.91,0.86,0.62,0.29,34.4,62.7
5,197212,0.06,44.9,1.07,1.07,-1.09,0.28,0,623,-0.95,-0.72,-0.27,0.64,0.81,0.54,0.19,29.2,60.6
5,197301,0.71,41.3,1.15,1.15,0.55,0.56,0,735,0.76,-0.04,-0.28,0.95,1.03,0.66,0.3,28.1,54.5
5,197302,1.55,45.3,2.09,2.09,3.19,2.09,0,552,1.73,1.55,1,0.9,1.11,1.02,0.61,32.3,58.2
5,197303,0.55,54.8,2.49,2.49,1.83,2.49,7,323,0.72,1.53,1.43,0.59,1.04,1.13,0.7,39,70.5
5,197304,0.21,59.1,2.18,2.18,-0.14,2.06,16,193,-0.47,0.12,1.01,0.49,1.11,1.18,0.69,42.4,75.8
5,197305,0.71,70.1,1.69,1.69,-0.8,1.16,173,15,-0.4,-0.68,-0.32,0.38,0.6,0.88,0.76,53.8,86.3
5,197306,0.68,77.2,1.04,1.04,-1.45,-0.15,366,0,-0.96,-0.95,-1.09,0.09,-0.1,0.56,0.73,61.8,92.5
5,197307,4.21,78.4,2.75,2.75,5.46,2.75,415,0,1.77,1.12,0.67,0.95,0.68,1.12,1.19,65.6,91.1
5,197308,0.98,77.3,-0.52,1.95,-1.57,1.23,381,0,-0.82,0.93,0.4,0.06,0.44,0.6,0.72,63.2,91.4
5,197309,1.73,73.3,-0.68,1.53,-0.65,0.51,254,5,0.11,-0.43,0.57,-0.1,0.39,0.21,0.67,59.8,86.8
5,197310,0.61,65.2,-1.14,0.85,-1.58,-0.8,78,72,-0.49,-0.3,-0.69,-0.17,0.13,0.03,0.34,48.9,81.6
5,197311,0.01,57,-1.63,-1.63,-1.83,-1.63,12,252,-0.94,-0.99,-0.62,-0.24,-0.36,-0.06,0.33,40.2,73.9
5,197312,0,46.1,-1.92,-1.92,-1.35,-1.92,0,586,-1.28,-1.52,-1.38,-0.12,-0.59,-0.08,0.17,28.3,63.9
5,197401,0.42,46,-1.91,-1.91,-0.56,-1.91,0,589,0.25,-0.68,-1.17,-1.17,-0.52,-0.18,0.2,30.2,61.6
5,197402,0.02,48.2,-2.14,-2.14,-1.3,-2.14,0,470,-1.16,-0.54,-1.11,-1.08,-0.53,-0.63,0.22,30.2,66.2
5,197403,0.38,61.6,-2.41,-2.41,-1.45,-2.41,45,150,0.38,-0.45,-0.34,-1.25,-0.27,-0.7,0.25,44.7,78.6
5,197404,0.77,65.2,-2.12,-2.12,0.1,-2.01,81,75,0.71,0.58,0.08,-0.74,-1.1,-0.52,0.39,48.8,81.6
5,197405,0.71,75,-2.56,-2.56,-1.98,-2.56,310,0,-0.4,0,0.05,-0.57,-0.86,-0.48,0.18,59.2,90.7
5,197406,0.39,79.8,-3.25,-3.25,-2.85,-3.25,444,0,-1.58,-1.24,-0.87,-0.92,-1.44,-0.58,-0.14,63.7,95.9
5,197407,1.09,79.9,-3.44,-3.44,-1.57,-3.44,462,0,-0.82,-1.73,-1.61,-1.35,-1.61,-1.63,-0.18,66.2,93.7
5,197408,3.6,76.5,1.27,-1.82,3.8,-0.24,356,0,1.47,0.66,-0.05,-0.12,-0.43,-0.68,-0.12,64.1,88.8
5,197409,7.4,67.5,4.22,4.22,9.24,4.22,113,38,2.39,2.51,2.27,1.63,1.33,0.78,0.66,56.2,78.8
5,197410,2.73,63,5.25,5.25,4.41,5.25,46,108,1.27,2.44,2.59,1.84,1.64,1.28,0.87,50.9,75.2
5,197411,0.87,51.4,5.43,5.43,2.16,5.43,0,408,0.74,1.31,2.46,2.09,1.77,1.47,0.97,37.7,65.2
5,197412,0.75,44.4,5.28,5.28,1.22,5.28,0,639,0.76,0.81,1.37,2.46,1.85,1.59,1.01,30.9,57.9
5,197501,0.62,45,5.02,5.02,0.86,5.02,0,620,0.62,0.74,0.81,2.65,1.9,1.7,1.02,30.6,59.4
5,197502,0.72,48.5,4.91,4.91,1.21,4.91,0,462,0.79,0.72,0.82,2.48,2.07,1.81,0.9,33.2,63.7
5,197503,0.1,54.7,4.77,4.77,1.1,4.77,7,326,-0.6,0.28,0.37,1.15,2.33,1.8,0.81,37.5,72
5,197504,0.06,61.5,4.72,4.72,1.34,4.72,33,138,-1.57,-1.66,-0.27,0.33,2.27,1.63,0.8,44.3,78.6
5,197505,1.03,69.7,4.98,4.98,2.22,4.98,163,17,0.06,-0.45,-0.65,0.1,1.93,1.65,0.88,53.1,86.2
5,197506,0.69,79.2,4.59,4.59,0.39,4.59,426,0,-0.94,-0.65,-0.94,-0.58,0.41,1.73,0.9,63.1,95.4
5,197507,3.15,76,5.41,5.41,3.87,5.41,341,0,1.12,0.38,0.23,-0.02,0.32,2,0.68,63.6,88.4
5,197508,1.88,77.3,5,5,0.43,5,381,0,0.22,0.84,0.32,-0.13,0.2,1.72,0.85,63.5,91.1
5,197509,2.53,69.5,4.88,4.88,1.19,4.88,155,20,0.61,0.47,0.81,0.19,0.22,0.71,0.99,55.9,83.1
5,197510,0.36,64,-0.62,3.75,-1.87,2.99,60,91,-0.87,0.03,0.02,0.08,-0.08,0.14,0.93,47.2,80.7
5,197511,0.3,52.8,-0.77,3.16,-0.63,2.12,0,366,-0.23,-0.94,-0.11,0.01,-0.23,-0.01,1,34.9,70.6
5,197512,0.48,45.7,-0.74,2.78,-0.15,1.67,0,598,0.29,-0.14,-0.83,0.29,-0.16,-0.08,1,30,61.5
5,197601,0.12,43,-0.98,2.18,-0.94,0.73,0,682,-0.66,-0.32,-0.52,-0.24,-0.13,-0.25,0.97,26.5,59.6
5,197602,0.11,54.3,-1.53,1.3,-1.97,-0.78,6,305,-0.6,-1.02,-0.67,-0.44,-0.19,-0.42,1.02,36.4,72.1
5,197603,0.08,56.8,-1.88,0.66,-1.51,-1.77,12,266,-0.73,-1.06,-1.29,-1.25,-0.04,-0.44,0.97,39.9,73.6
5,197604,0.67,64.3,-1.7,0.58,-0.04,-1.67,68,89,0.56,0.1,-0.3,-0.6,-0.37,-0.24,0.97,48.1,80.5
5,197605,1.62,67.9,0.42,0.94,1.25,-0.82,121,31,0.74,0.72,0.46,-0.02,-0.18,-0.02,1.15,52.6,83.1
5,197606,1.15,78.7,0.09,0.56,-0.85,-1.27,411,0,-0.23,0.21,0.27,-0.27,-0.64,0.1,1.31,64.1,93.3
5,197607,3.61,75.7,1.57,1.99,4.47,1.07,332,0,1.42,1.03,1.12,0.67,0.37,0.21,1.71,64.1,87.3
5,197608,0.97,77.7,0.85,1.22,-1.69,-0.09,394,0,-0.84,0.6,0.32,0.39,0.13,-0.03,1.23,63.2,92.1
5,197609,2.96,70.5,1.33,1.67,1.7,0.76,179,14,0.83,0.24,0.8,0.73,0.38,0.04,0.5,59.1,81.9
5,197610,1.52,57.4,1.59,1.89,1.19,1.09,7,243,0.44,0.76,0.3,0.76,0.55,0.36,0.29,42.6,72.1
5,197611,0.74,45.5,1.79,2.06,1.08,1.42,0,585,0.55,0.48,0.79,0.67,0.69,0.47,0.26,31.8,59.2
5,197612,0.52,42.2,1.74,1.98,0.42,1.4,0,707,0.36,0.44,0.45,0.81,0.77,0.47,0.12,27.2,57.2
5,197701,0.37,41.9,1.55,1.77,-0.03,1.15,0,716,0.14,0.14,0.27,0.3,0.73,0.54,0.07,27.9,56
5,197702,0.14,49,1.24,1.44,-0.44,0.66,0,448,-0.48,-0.4,-0.24,0.56,0.54,0.56,0,32.7,65.3
5,197703,0.46,53.7,1.12,1.3,0.03,0.52,0,355,0.55,-0.06,-0.14,0.17,0.67,0.64,0.04,37.2,70.1
5,197704,0.81,63,1.15,1.31,0.44,0.64,50,110,0.76,0.7,0.32,0.28,0.31,0.7,0.17,47.5,78.6
5,197705,0.95,73.2,-0.38,0.8,-1.13,-0.18,259,0,-0.04,0.27,0.35,0.08,0.54,0.57,0.2,58.1,88.2
5,197706,1.44,79.8,-0.45,0.6,-0.35,-0.42,444,0,0.13,-0.08,0.11,-0.04,0.19,0.63,0.34,64.7,95
5,197707,1.76,80.8,-0.52,-0.52,-0.34,-0.52,490,0,-0.01,-0.12,-0.23,-0.12,0.01,0.14,0.09,67,94.6
5,197708,0.83,82.9,-1.39,-1.39,-2.77,-1.39,555,0,-1.07,-0.78,-0.72,-0.44,-0.48,0.1,-0.08,69,96.7
5,197709,0.54,79.1,-2.39,-2.39,-3.42,-2.39,423,0,-1.21,-1.61,-1.25,-0.92,-0.92,-0.61,-0.42,64.3,94
5,197710,1.59,65.7,-2.06,-2.06,0.26,-1.88,86,64,0.5,-0.44,-0.91,-0.86,-0.74,-0.59,-0.18,51.3,80.1
5,197711,0.34,54.2,-2.08,-2.08,-0.7,-2.08,5,329,-0.15,0.24,-0.54,-0.89,-0.68,-0.73,-0.18,37.3,71
5,197712,0.16,50,-2.33,-2.33,-1.4,-2.33,0,465,-0.54,-0.55,-0.03,-1.05,-0.83,-0.84,-0.3,34.2,65.7
5,197801,0.35,42.6,-2.22,-2.22,-0.39,-2.22,0,694,0.09,-0.49,-0.58,-1.13,-1.01,-0.88,-0.28,28.7,56.6
5,197802,0.43,44.7,-1.95,-1.95,0.14,-1.82,0,568,0.3,0.03,-0.35,-0.71,-1,-0.78,-0.21,30.5,59
5,197803,0.08,56.8,-2.2,-2.2,-1.35,-2.2,12,266,-0.73,-0.22,-0.28,-0.27,-1.14,-0.92,-0.23,40.5,73.2
5,197804,0.37,67.4,-2.38,-2.38,-1.21,-2.38,117,45,0,-0.43,-0.27,-0.62,-1.22,-1.11,-0.3,50.3,84.6
5,197805,1.42,73.9,-2.17,-2.17,-0.12,-2.16,279,0,0.53,0.3,0.06,-0.19,-0.58,-0.91,-0.3,58.1,89.7
5,197806,1.96,80.5,-1.71,-1.71,0.71,-1.32,465,0,0.68,0.65,0.47,0.19,0.1,-0.72,-0.16,65.6,95.4
5,197807,1.4,81.7,-1.95,-1.95,-1.23,-1.95,518,0,-0.41,0.01,0.17,-0.07,-0.26,-0.76,-0.55,67.8,95.6
5,197808,2.6,77.8,0.53,-1.22,1.59,-0.4,397,0,0.81,0.25,0.45,0.27,0.12,-0.24,-0.22,64.9,90.7
5,197809,6.55,70.4,2.98,2.98,7.51,2.98,177,15,2.15,2.05,1.81,1.73,1.43,1.21,0.46,60,80.8
5,197810,1.69,62.5,3.39,3.39,2.16,3.39,40,117,0.57,1.97,1.93,1.76,1.5,1.24,0.48,49.2,75.8
5,197811,1.77,54.4,4.26,4.26,3.65,4.26,5,323,1.76,1.23,2.22,2.07,1.75,1.56,0.66,43.3,65.4
5,197812,0.4,44.3,3.9,3.9,0.24,3.9,0,642,0.12,1.3,1.11,1.96,1.82,1.57,0.54,30.2,58.4
5,197901,0.37,40.1,3.6,3.6,0.29,3.6,0,772,0.14,-0.04,1.05,2.08,1.9,1.64,0.55,27.5,52.6
5,197902,0.64,46.8,3.56,3.56,1.01,3.56,0,510,0.67,0.34,0.19,2.09,1.9,1.66,0.67,31.6,61.9
5,197903,0.14,54.8,3.53,3.53,0.99,3.53,7,323,-0.38,0.22,0.07,0.8,1.8,1.71,0.6,39.3,70.2
5,197904,0.2,64,3.3,3.3,0.42,3.3,64,94,-0.51,-0.71,-0.14,0.55,1.78,1.66,0.5,47.4,80.5
5,197905,1.13,69.7,3.35,3.35,1.16,3.35,163,17,0.19,-0.16,-0.32,-0.15,1.64,1.56,0.57,54.1,85.2
5,197906,1.92,75.8,3.83,3.83,2.47,3.83,324,0,0.64,0.42,0.14,0.08,0.65,1.56,0.66,61.1,90.5
5,197907,2.1,81.3,3.76,3.76,0.97,3.76,505,0,0.31,0.51,0.4,0.16,0.56,1.61,0.71,67.2,95.3
5,197908,3.16,76.8,4.37,4.37,2.99,4.37,366,0,1.2,0.96,1.09,0.61,0.58,1.73,1.12,63.6,89.9
5,197909,0.92,71.8,-0.57,3.35,-1.71,2.64,213,9,-0.62,0.32,0.27,0.22,0.16,0.55,1.18,56.8,86.8
5,197910,0.04,66.8,-1.48,2.03,-2.91,0.19,105,49,-1.54,-1.58,-0.28,-0.05,-0.16,0.15,0.91,48.1,85.4
5,197911,0.07,49.3,-1.62,1.53,-0.87,-0.57,0,471,-0.78,-1.71,-1.89,-0.24,-0.36,-0.32,0.88,33.7,64.9
5,197912,0.76,45.6,-1.27,1.55,0.53,-0.28,0,601,0.77,-0.07,-1.1,-0.3,-0.21,-0.21,0.9,29.9,61.2
5,198001,0.39,47.1,-1.3,1.24,-0.48,-0.67,0,555,0.18,0.48,-0.15,-0.38,-0.14,-0.24,0.93,32,62.2
5,198002,0.23,49.2,-1.43,0.84,-0.8,-1.19,0,442,-0.17,-0.21,0.15,-1.35,-0.2,-0.34,0.92,33.9,64.5
5,198003,0.03,54.5,-1.74,-1.74,-1.37,-1.74,6,332,-1.27,-0.82,-0.6,-1.2,-0.5,-0.4,0.92,37.8,71.1
5,198004,0.19,60.9,-1.89,-1.89,-1,-1.89,28,151,-0.55,-1.19,-1.08,-0.67,-0.68,-0.38,0.9,43.4,78.5
5,198005,1.01,71.6,-1.94,-1.94,-0.74,-1.94,213,8,0.04,-0.31,-0.6,-0.33,-1.41,-0.38,0.85,56.3,86.8
5,198006,0.91,84.3,-2.48,-2.48,-2.2,-2.48,579,0,-0.58,-0.47,-0.68,-0.88,-1.27,-0.73,0.66,68.7,100
5,198007,0.31,84.6,-3.52,-3.52,-3.89,-3.52,608,0,-2.69,-2.02,-1.58,-1.8,-1.54,-1.27,0.45,70.1,99.1
5,198008,3.06,79.5,0.75,-2.4,2.26,-1.44,450,0,1.13,-0.17,-0.55,-0.8,-0.65,-1.28,0.55,66.9,92.2
5,198009,5.59,74.1,2.5,2.5,5.46,2.5,277,0,1.86,1.91,1.3,0.76,0.5,0.08,0.41,62.8,85.4
5,198010,0.58,60.5,2.22,2.22,-0.06,2.13,21,161,-0.53,1.37,1.52,0.65,0.33,0.24,0.21,46.7,74.3
5,198011,1.05,49,2.52,2.52,1.6,2.52,0,480,0.97,0,1.46,0.84,0.53,0.49,0.08,35.1,62.9
5,198012,0.55,47.8,2.28,2.28,0.05,2.24,0,533,0.42,0.79,0.04,1.06,0.64,0.43,0.01,33.2,62.4
5,198101,1.16,44.9,2.58,2.58,1.59,2.58,0,623,1.33,1.08,1.22,1.75,0.93,0.62,0.14,33.4,56.3
5,198102,0.39,49.7,2.37,2.37,0.17,2.37,0,428,0.22,0.94,0.83,1.54,0.99,0.68,0.13,34.1,65.2
5,198103,0.83,53,2.82,2.82,2.09,2.82,0,376,1.17,0.76,1.15,0.58,1.29,0.87,0.23,39.7,66.3
5,198104,2.46,64.9,4.36,4.36,5.48,4.36,76,79,2.24,2.06,1.77,1.78,2.04,1.4,0.66,51.2,78.5
5,198105,1.68,70.3,4.35,4.35,1.33,4.35,178,14,0.8,1.9,1.89,1.72,1.93,1.51,0.8,55.7,85
5,198106,1.49,78.8,3.97,3.97,0.21,3.97,414,0,0.19,0.5,1.55,1.64,1.24,1.63,0.72,64.2,93.4
5,198107,2.19,80.7,3.8,3.8,0.7,3.8,487,0,0.39,0.26,0.53,1.4,1.55,1.88,0.72,67.4,93.9
5,198108,2.75,76.6,4.1,4.1,2.09,4.1,360,0,0.92,0.8,0.7,1.63,1.62,1.85,0.66,64.3,89
5,198109,2.01,73.2,3.62,3.62,-0.18,3.49,251,5,0.3,0.62,0.58,1.23,1.38,1.18,0.86,60.2,86.2
5,198110,3.27,64.4,4.49,4.49,3.72,4.49,66,84,1.57,1.07,1.18,1.19,1.63,1.76,1.34,52.2,76.7
5,198111,0.01,55.6,-0.23,3.79,-0.7,3.47,8,290,-0.94,1.13,0.82,0.9,1.5,1.56,1.36,37.9,73.3
5,198112,0.01,49.2,-0.77,2.84,-1.67,1.84,0,490,-1.22,-1.5,0.77,0.78,1.29,1.41,1.2,32.6,65.8
5,198201,0.42,45.6,-0.86,2.38,-0.52,1.15,0,601,0.25,-0.66,-1.15,0.77,0.83,1.3,1.24,29.1,62.1
5,198202,0.31,47.8,-0.95,1.95,-0.54,0.53,0,482,0.04,-0.04,-0.63,0.48,0.68,1.27,1.28,33,62.5
5,198203,0.01,58,-1.47,1.13,-1.86,-0.89,17,234,-1.84,-0.65,-0.46,0.31,0.58,1.1,1.29,41.2,74.8
5,198204,0.67,64.5,-1.35,0.99,-0.09,-0.95,71,86,0.56,0,-0.13,-0.9,0.6,0.69,1.43,49.6,79.5
5,198205,2.02,70.1,-0.59,1.51,1.87,0.22,173,15,1.11,1.02,0.69,0.19,0.61,0.79,1.58,55.7,84.6
5,198206,1.97,79.1,-0.19,1.69,1.02,0.72,423,0,0.69,1.06,1.02,0.57,0.79,0.9,1.82,63.9,94.2
5,198207,1.5,81.3,-0.49,1.2,-0.96,0,505,0,-0.29,0.1,0.6,0.33,-0.1,0.69,1.94,67.6,95
5,198208,0.99,81,-1.18,-1.18,-2.23,-1.18,496,0,-0.81,-0.86,-0.44,-0.02,-0.22,0.27,1.55,67.2,94.8
5,198209,0.74,76.2,-1.95,-1.95,-2.66,-1.95,336,0,-0.86,-1.21,-1.19,-0.33,-0.46,-0.1,0.75,62.1,90.4
5,198210,0.27,64.3,-2.45,-2.45,-2.12,-2.45,64,86,-1.03,-1.51,-1.61,-0.7,-0.75,-0.98,0.69,48.6,79.9
5,198211,0.77,51.9,0.2,-2,0.6,-1.68,0,393,0.59,-0.53,-1.06,-0.99,-0.61,-0.75,0.65,38.8,65.1
5,198212,1.72,43.7,1.19,-0.79,3.02,0.88,0,660,1.91,1.56,0.44,-0.72,-0.1,-0.23,0.75,31.4,56
5,198301,0.88,43.4,1.46,1.46,1.18,1.46,0,670,0.99,1.83,1.65,-0.37,-0.03,-0.13,0.72,30,56.7
5,198302,0.44,48.5,1.43,1.43,0.38,1.43,0,462,0.32,0.7,1.53,-0.01,-0.31,-0.07,0.76,34.3,62.8
5,198303,0.42,55.1,1.68,1.68,1.19,1.68,8,314,0.47,0.33,0.65,0.55,-0.49,0.02,0.68,40.3,69.8
5,198304,0.4,59.1,1.59,1.59,0.23,1.59,16,193,0.07,0.2,0.17,1.07,-0.33,-0.03,0.3,43.6,74.7
5,198305,0.69,70.9,-0.24,1.19,-0.71,0.75,194,11,-0.43,-0.45,-0.28,0.75,-0.16,-0.39,0.16,54.1,87.7
5,198306,1.04,77.7,-0.38,0.9,-0.51,0.14,381,0,-0.39,-0.64,-0.66,-0.2,0.07,-0.71,0.06,61.7,93.7
5,198307,0.84,81.7,-1.1,-1.1,-2.27,-1.1,518,0,-1.22,-1.31,-1.32,-1.06,0.02,-0.85,-0.17,67.8,95.6
5,198308,0.79,80.4,-1.83,-1.83,-2.54,-1.83,477,0,-1.14,-1.77,-1.73,-1.52,-0.5,-0.91,-0.51,66.5,94.2
5,198309,1.24,76.7,-2.28,-2.28,-1.93,-2.28,351,0,-0.29,-0.93,-1.41,-1.47,-1.13,-0.78,-0.64,62.9,90.4
5,198310,2.92,66.2,0.93,-1.12,2.78,0.17,94,57,1.38,0.63,0.1,-0.69,-0.65,-0.02,-0.69,53.7,78.6
5,198311,0.93,55.2,1.09,-0.74,0.79,0.85,7,301,0.82,1.44,0.74,-0.4,-0.5,0.02,-0.53,41.2,69.2
5,198312,0.09,42.4,-0.27,-0.94,-0.81,0.27,0,701,-0.81,0.17,1.15,-0.39,-0.65,-0.44,-0.54,27.1,57.7
5,198401,0.64,42.1,-0.13,-0.73,0.32,0.55,0,710,0.65,-0.1,0.3,0.13,-0.57,-0.55,-0.52,29.3,54.8
5,198402,0.06,47.9,-0.4,-0.93,-0.83,0.03,0,479,-0.86,-0.09,-0.55,0.42,-0.57,-0.65,-0.56,31,64.8
5,198403,0.09,55.9,-0.82,-1.3,-1.4,-0.73,9,292,-0.66,-1.24,-0.38,0.66,-0.54,-0.77,-0.57,38.7,73.2
5,198404,0,63.6,-1.33,-1.76,-1.79,-1.71,58,100,-2.4,-3.09,-3.09,-0.56,-0.28,-0.92,-0.71,46.5,80.7
5,198405,1.93,73.9,0.36,-1.22,1.09,-0.58,279,0,1.03,0.43,0.19,-0.19,0.37,-0.46,-0.71,58.8,89.1
5,198406,3.65,77.6,2.07,2.07,5.23,2.07,378,0,2.02,2,1.52,0.99,1.28,0.3,-0.4,65.7,89.4
5,198407,1.13,78.9,1.41,1.41,-1.34,0.73,431,0,-0.76,1.05,1.3,0.5,0.51,0.35,-0.44,65.4,92.3
5,198408,2.24,78.6,1.51,1.51,0.74,1.12,422,0,0.53,-0.17,1.01,0.76,0.5,0.68,-0.19,66.1,91.1
5,198409,1.79,71.6,1.25,1.25,-0.33,0.65,208,10,0.15,0.29,-0.18,0.65,0.45,0.8,0.04,57.6,85.6
5,198410,2.9,61.9,2.23,2.23,3.33,2.23,33,129,1.37,0.85,0.83,1.26,0.84,0.81,0.5,50,73.8
5,198411,1.19,52.2,2.85,2.85,2.54,2.85,0,384,1.14,1.57,1.03,1.25,1.09,0.88,0.57,38.4,66
5,198412,1.32,49.2,3.21,3.21,1.97,3.21,0,490,1.5,1.57,1.9,0.89,1.36,1.13,0.4,37.2,61.2
5,198501,0.92,40.4,3.35,3.35,1.42,3.35,0,763,1.04,1.55,1.69,1.32,1.64,1.23,0.41,26.9,54
5,198502,0.55,45.9,3.27,3.27,0.8,3.27,0,535,0.52,0.86,1.36,1.35,1.51,1.33,0.47,31.3,60.5
5,198503,0.58,57.6,3.52,3.52,1.76,3.52,15,245,0.78,0.66,0.9,1.84,1.04,1.46,0.48,43.3,71.9
5,198504,0.3,65.3,3.15,3.15,-0.02,3.08,83,74,-0.18,0.28,0.34,1.17,1.21,1.52,0.47,49.5,81.1
5,198505,0.89,73.7,2.7,2.7,-0.37,2.43,274,0,-0.13,-0.33,-0.03,0.76,1.07,1.29,0.54,57.9,89.5
5,198506,1.89,77.4,2.96,2.96,1.6,2.96,372,0,0.61,0.22,0.03,0.44,1.34,0.91,0.71,62.8,91.9
5,198507,1.62,78.9,2.64,2.64,-0.05,2.55,431,0,-0.16,0.13,-0.07,0.02,0.76,0.96,0.83,64.7,93
5,198508,1.21,80.6,1.81,1.81,-1.67,0.98,484,0,-0.5,-0.58,-0.27,-0.32,0.3,0.73,0.91,66.4,94.7
5,198509,3.47,73.4,2.34,2.34,2.15,2.33,257,5,1.07,0.58,0.32,0.2,0.42,1.11,1.28,60.9,86
5,198510,1.81,63.5,2.43,2.43,1,2.43,53,99,0.66,1.07,0.68,0.48,0.44,0.88,1.08,51.2,75.7
5,198511,0.35,56.3,-0.3,1.88,-0.91,1.42,9,270,-0.13,0.41,0.94,0.48,0.37,0.69,1,41.3,71.4
5,198512,0,44.3,-0.67,1.29,-1.18,0.27,0,642,-1.28,-0.8,0.02,0.2,0.16,0.36,0.91,27.3,61.3
5,198601,0.33,47,-0.89,0.86,-0.88,-0.52,0,558,0.04,-0.9,-0.81,0.33,0.19,0.19,0.87,30.2,63.8
5,198602,0.36,53,-1.17,-1.17,-1.1,-1.17,0,340,0.16,-0.1,-0.7,0.59,0.26,0.16,0.96,37.4,68.5
5,198603,0.14,58.3,-1.58,-1.58,-1.58,-1.58,19,226,-0.38,-0.24,-0.33,-0.25,0.05,0.02,0.98,41.9,74.7
5,198604,0.26,68.7,-1.96,-1.96,-1.65,-1.96,142,31,-0.3,-0.55,-0.45,-0.89,0.13,0.03,1.05,52.8,84.7
5,198605,1.24,72.3,-1.86,-1.86,-0.31,-1.86,233,7,0.32,0.02,-0.15,-0.54,0.38,0.17,0.93,56.6,87.9
5,198606,3.81,76.7,1.91,1.91,5.74,1.91,351,0,2.13,1.7,1.38,0.9,0.66,0.65,0.97,64.4,89
5,198607,1.44,79.2,1.48,1.48,-0.71,1.07,440,0,-0.36,1.36,1.18,0.67,0.29,0.57,1,65.9,92.5
5,198608,3.3,78.6,2.29,2.29,2.89,2.29,422,0,1.29,0.69,1.73,1.2,0.85,1.03,1.18,66.4,90.8
5,198609,2.64,73.9,2.3,2.3,0.73,2.3,271,0,0.67,1.07,0.74,1.26,1,0.84,1.31,61.9,85.9
5,198610,4.16,62.3,3.97,3.97,5.74,3.97,38,121,2.01,1.56,1.75,1.99,1.69,1.39,1.46,50.5,74.1
5,198611,1.02,51.8,4.38,4.38,2.45,4.38,0,396,0.93,2.1,1.64,2.17,1.78,1.54,1.47,38.8,64.8
5,198612,2.27,44.1,5.49,5.49,4.69,5.49,0,648,2.4,2.12,2.78,2.07,2.24,1.95,1.63,33.2,55
5,198701,0.16,43.8,4.84,4.84,-0.26,4.69,0,657,-0.48,1.7,1.71,2.12,2.32,2,1.54,28.7,59
5,198702,0.96,48.4,4.92,4.92,1.74,4.92,0,465,1.11,0.48,1.76,2.03,2.41,2.08,1.63,34.9,61.8
5,198703,0.5,51.2,5.1,5.1,2.06,5.1,0,428,0.63,1,0.54,2.44,2.01,2.22,1.66,35.6,66.8
5,198704,1.61,59.1,6.33,6.33,5.26,6.33,16,193,1.6,1.37,1.46,1.81,2.23,2.41,2,43.5,74.6
5,198705,2.44,68.5,7.66,7.66,5.94,7.66,134,26,1.47,1.85,1.7,1.99,2.22,2.49,2.16,55.2,81.9
5,198706,2.41,75.9,8.84,8.84,5.9,8.84,327,0,1.09,1.58,1.98,1.66,2.6,2.3,2.33,62.5,89.3
5,198707,1.43,79.4,8.35,8.35,1.26,8.35,446,0,-0.37,0.38,1.06,1.52,1.83,2.19,2.17,66.4,92.4
5,198708,3.19,79.1,8.5,8.5,3.03,8.5,437,0,1.22,0.62,1.01,1.69,2.01,2.21,2.42,66.1,92.1
5,198709,1.73,71.9,-0.11,7.52,-0.32,7.35,216,9,0.11,0.68,0.34,1.29,1.24,2.19,2.06,58.4,85.3
5,198710,0.61,66,-0.64,6.2,-1.63,5.4,91,60,-0.49,-0.3,0.33,0.75,1.11,1.45,1.83,51.3,80.7
5,198711,0.21,52.6,-0.84,5.29,-0.82,4.16,0,372,-0.43,-0.76,-0.49,0.23,0.9,1.29,1.85,37.2,68.1
5,198712,0.68,45.3,-0.63,4.87,0.38,3.84,0,611,0.65,0.01,-0.51,-0.01,0.91,0.91,2.07,29.9,60.7
5,198801,0.03,42.4,-0.86,4.07,-0.89,2.71,0,701,-1.34,-0.13,-0.5,0.07,0.53,0.9,2.09,27.8,56.9
5,198802,0.2,48.7,-1.09,3.34,-0.94,1.66,0,456,-0.26,-1.02,-0.39,-0.68,0.09,0.73,2.04,32.7,64.8
5,198803,0.2,54.9,-1.29,2.68,-0.96,0.72,7,320,-0.14,-0.45,-1.01,-0.91,-0.3,0.65,2.13,36.8,73.1
5,198804,0.26,63.2,-1.49,2.07,-0.98,-0.13,53,107,-0.3,-0.41,-0.62,-0.76,-0.15,0.33,2.22,45.8,80.7
5,198805,1.29,71.1,-1.32,1.88,0.05,-0.21,199,10,0.38,0.07,-0.05,-0.3,-0.61,0.05,2.09,55.3,86.9
5,198806,0.87,77.7,-1.64,1.23,-1.35,-1.1,381,0,-0.64,-0.27,-0.44,-0.82,-0.9,-0.43,1.6,63.7,91.6
5,198807,3.47,78.2,1.27,2.38,3.82,1.11,409,0,1.33,0.74,0.69,0.24,0.02,0.17,1.88,65.9,90.5
5,198808,1.98,78,1.25,2.24,0.31,1.08,403,0,0.31,1.06,0.65,0.37,0.2,-0.16,1.62,65.9,90.2
5,198809,2.52,73.2,1.33,2.22,0.63,1.15,251,5,0.6,0.51,0.96,0.54,0.24,0.01,1.57,59.1,87.3
